5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l,229708.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_p,423373.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l_+_p,653081.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l,7085.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_p,9271.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l_+_p,16356.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_l,502.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_p,471.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_l_+_p,973.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l,663932.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_p,990612.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l_+_p,1654544.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l,3333.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_p,4476.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l_+_p,7809.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_l,1792.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_p,1555.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_gangguan_jiwa_l_+_p,3347.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l,84070.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_p,140553.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_jalan_l_+_p,224623.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l,1395.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_p,1871.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_pertama_puskesmas_rawat_inap_l_+_p,3266.0
